palabra,sentimiento,emocion
perdurable,neutro,neutro
pestillo,neutro,neutro
tarde,negativo,tristeza
retraso,negativo,neutro
latente,negativo,enfado
lateral,neutro,neutro
lateralmente,neutro,neutro
látex,neutro,neutro
torno,neutro,neutro
espuma,neutro,neutro
latitud,neutro,neutro
letrinas,negativo,disgusto
enrejado,neutro,neutro
loable,positivo,neutro
risa,positivo,alegria
cómico,negativo,disgusto
reír,positivo,alegria
la risa,positivo,anticipacion
lanzar,positivo,anticipacion
ropa sucia,neutro,neutro
laureado,positivo,confianza
laurel,positivo,neutro
laureles,positivo,alegria
lava,negativo,enfado
lavado,neutro,neutro
lavabo,neutro,disgusto
lavanda,neutro,neutro
prodigar,positivo,neutro
ley,neutro,confianza
legal,positivo,confianza
desorden,negativo,enfado
césped,neutro,neutro
demanda judicial,negativo,enfado
abogado,negativo,enfado
flojo,negativo,tristeza
laxante,negativo,disgusto
poner,neutro,neutro
capa,neutro,neutro
en capas,neutro,neutro
laico,neutro,neutro
perezoso,negativo,neutro
pasto,neutro,neutro
Plomo,positivo,neutro
líder,positivo,confianza
principal,neutro,confianza
Guías,neutro,neutro
hoja,neutro,neutro
folleto,neutro,neutro
frondoso,neutro,neutro
liga,positivo,neutro
filtración,negativo,neutro
fuga,negativo,neutro
agujereado,negativo,neutro
inclinarse,neutro,neutro
inclinado,neutro,neutro
propensión,neutro,confianza
salto,neutro,neutro
aprender,positivo,neutro
aprendió,neutro,neutro
aprendiz,neutro,neutro
aprendizaje,positivo,neutro
arrendar,neutro,neutro
Correa,neutro,neutro
cuero,neutro,neutro
correoso,neutro,neutro
abandonar,negativo,tristeza
conferencia,neutro,neutro
conferenciante,positivo,neutro
repisa,neutro,neutro
libro mayor,neutro,neutro
sotavento,neutro,neutro
sanguijuela,negativo,neutro
sanguijuelas,negativo,disgusto
mirada lasciva,negativo,disgusto
sospechoso,neutro,sorpresa
poso,neutro,neutro
libertad de acción,positivo,neutro
izquierda,neutro,neutro
pierna,neutro,neutro
legado,neutro,neutro
legal,positivo,confianza
legalidad,neutro,neutro
legalizar,neutro,neutro
legalizado,positivo,enfado
legalmente,neutro,neutro
leyenda,neutro,neutro
legendario,positivo,neutro
legibilidad,positivo,neutro
legible,positivo,neutro
legión,neutro,neutro
legislar,neutro,neutro
legislación,neutro,neutro
legislativo,neutro,neutro
legislador,neutro,confianza
legislatura,neutro,confianza
legitimidad,neutro,confianza
piernas,neutro,neutro
legumbre,neutro,neutro
ocio,positivo,anticipacion
sin prisa,positivo,neutro
lema,positivo,neutro
limón,negativo,disgusto
prestar,neutro,neutro
prestador,neutro,confianza
préstamo,neutro,neutro
longitud,neutro,neutro
alargar,neutro,neutro
alargado,neutro,neutro
alargamiento,neutro,neutro
longitudinal,neutro,neutro
largo,neutro,neutro
lenidad,neutro,neutro
indulgente,positivo,neutro
lente,neutro,neutro
leopardo,neutro,neutro
lepra,negativo,disgusto
arrendatario,neutro,neutro
Minimizar,negativo,anticipacion
disminución,neutro,neutro
menor,negativo,disgusto
lección,positivo,anticipacion
arrendador,neutro,neutro
letal,negativo,disgusto
letárgico,neutro,neutro
letargo,negativo,tristeza
carta,neutro,anticipacion
letrado,positivo,anticipacion
letras,neutro,neutro
lechuga,neutro,neutro
leucemia,negativo,enfado
dique,neutro,confianza
nivel,positivo,confianza
palanca,neutro,neutro
aprovechar,positivo,neutro
exacción,negativo,neutro
lascivo,negativo,disgusto
léxico,neutro,neutro
ley,neutro,neutro
pasivo,neutro,neutro
responsabilidad,neutro,neutro
enlace,negativo,neutro
mentiroso,negativo,disgusto
difamación,negativo,enfado
difamatorio,neutro,neutro
liberal,negativo,neutro
liberalismo,neutro,neutro
liberar,positivo,enfado
liberación,positivo,anticipacion
libertad,positivo,anticipacion
libido,neutro,neutro
bibliotecario,neutro,neutro
biblioteca,positivo,neutro
libreto,neutro,neutro
licencia,neutro,neutro
liquen,neutro,neutro
lamer,negativo,disgusto
tapa,neutro,neutro
mentir,negativo,enfado
feudal,neutro,neutro
derecho de retención,neutro,neutro
lugar,neutro,neutro
teniente,neutro,confianza
vida,neutro,neutro
alma,positivo,neutro
bote salvavidas,neutro,neutro
sin vida,negativo,miedo
natural,neutro,neutro
para toda la vida,neutro,neutro
toda la vida,neutro,neutro
levantar,neutro,neutro
ligamento,neutro,neutro
ligadura,neutro,neutro
luz,neutro,neutro
aligerar,neutro,neutro
faro,positivo,neutro
ligereza,neutro,neutro
relámpago,neutro,enfado
probabilidad,neutro,neutro
semejanza,neutro,neutro
igualmente,neutro,neutro
gusto,positivo,alegria
lila,neutro,neutro
lirio,neutro,neutro
miembro,neutro,neutro
limbo,neutro,neutro
límite,neutro,neutro
limitación,neutro,neutro
limitado,negativo,enfado
sin límites,neutro,neutro
limusina,neutro,neutro
cojear,negativo,neutro
Lin,neutro,neutro
línea,neutro,neutro
linaje,neutro,neutro
lineal,neutro,neutro
lineal,neutro,neutro
forrado,neutro,neutro
lino,neutro,neutro
transatlántico,neutro,neutro
líneas,neutro,miedo
persistir,neutro,anticipacion
jerga,neutro,neutro
lingual,neutro,neutro
lingüista,positivo,confianza
lingüístico,neutro,neutro
lingüística,neutro,neutro
recubrimiento,neutro,neutro
Enlace,neutro,neutro
linóleo,neutro,neutro
hilas,negativo,neutro
león,positivo,miedo
labio,neutro,neutro
lápiz labial,neutro,neutro
licuefacción,neutro,neutro
licuado,neutro,neutro
licor,neutro,neutro
líquido,neutro,neutro
liquidar,neutro,neutro
liquidación,neutro,neutro
liquidador,neutro,neutro
liquidez,neutro,neutro
espíritu,negativo,enfado
ceceo,neutro,neutro
lista,neutro,neutro
escuchar,neutro,neutro
oyente,neutro,neutro
listado,neutro,neutro
apático,negativo,tristeza
letanía,neutro,neutro
literalmente,neutro,neutro
literario,neutro,neutro
literatura,neutro,neutro
ágil,positivo,neutro
litografía,neutro,neutro
litografía,neutro,neutro
litología,neutro,neutro
litosfera,neutro,neutro
litigante,negativo,neutro
litigar,negativo,enfado
litigio,negativo,neutro
litigioso,negativo,enfado
lecho,negativo,neutro
litoral,neutro,neutro
liturgia,neutro,neutro
sustento,neutro,neutro
librea,neutro,neutro
lívido,negativo,enfado
vivir,neutro,neutro
llama,neutro,neutro
carga,neutro,neutro
pan,negativo,neutro
mocasín,negativo,neutro
marga,neutro,neutro
préstamo,neutro,neutro
poco dispuesto,negativo,enfado
detestar,negativo,enfado
aversión,negativo,disgusto
repugnante,negativo,enfado
vestíbulo,neutro,neutro
cabildero,negativo,neutro
lóbulo,neutro,neutro
local,neutro,neutro
lugar,neutro,neutro
localidad,neutro,neutro
localización,neutro,neutro
localizar,neutro,anticipacion
localizar,neutro,neutro
ubicación,neutro,neutro
lago,neutro,neutro
cerrar,neutro,neutro
armario,neutro,neutro
cerrajero,neutro,neutro
cárcel,negativo,miedo
locomoción,neutro,neutro
locomotora,neutro,neutro
langosta,negativo,miedo
presentar,neutro,neutro
inquilino,neutro,neutro
alojamiento,neutro,confianza
desván,neutro,neutro
elevado,negativo,neutro
Iniciar sesión,neutro,neutro
logaritmo,neutro,neutro
logarítmico,neutro,neutro
lógica,neutro,neutro
lógico,positivo,neutro
logística,neutro,neutro
logotipo,neutro,neutro
lomo,neutro,neutro
chupete,neutro,neutro
solitario,neutro,tristeza
soledad,negativo,miedo
solitaria,negativo,enfado
solitario,negativo,tristeza
largo,neutro,anticipacion
longevidad,positivo,neutro
nostalgia,neutro,anticipacion
longitud,neutro,neutro
longitudinal,neutro,neutro
longitudinalmente,neutro,neutro
lavabo,negativo,disgusto
Estar atento,neutro,neutro
telar,negativo,anticipacion
que se avecina,neutro,neutro
somorgujo,negativo,disgusto
loco,negativo,neutro
círculo,neutro,neutro
escapatoria,neutro,neutro
aflojar,neutro,neutro
aflojamiento,neutro,neutro
botín,negativo,neutro
podar,neutro,neutro
desequilibrado,neutro,neutro
caballero,negativo,disgusto
señores,neutro,neutro
señorío,positivo,neutro
ciencia,neutro,neutro
camión,neutro,neutro
perder,negativo,enfado
perdiendo,negativo,enfado
pérdida,negativo,enfado
perdió,negativo,tristeza
lote,neutro,neutro
loción,neutro,neutro
un montón,neutro,neutro
lotería,neutro,anticipacion
loto,neutro,neutro
alto,neutro,neutro
ruidosamente,neutro,neutro
volumen,negativo,enfado
salón,negativo,neutro
piojo,negativo,disgusto
amable,positivo,alegria
amor,positivo,alegria
hermoso,positivo,anticipacion
haciendo el amor,positivo,alegria
amante,positivo,anticipacion
cariñoso,positivo,alegria
más bajo,negativo,tristeza
encapotado,negativo,neutro
más bajo,negativo,tristeza
Tierras Bajas,negativo,neutro
humilde,negativo,tristeza
leal,positivo,miedo
lealtad,positivo,confianza
lubricar,neutro,neutro
lubricación,neutro,neutro
suerte,positivo,anticipacion
afortunado,positivo,alegria
ridículo,negativo,neutro
arrastrar,neutro,neutro
equipaje,neutro,neutro
calma,neutro,anticipacion
canción de cuna,neutro,neutro
lumbar,neutro,neutro
Tablas de madera,neutro,neutro
maderero,negativo,neutro
luminiscente,neutro,neutro
luminoso,neutro,neutro
bulto,negativo,neutro
aterronado,negativo,disgusto
locura,negativo,enfado
lunar,neutro,neutro
lunático,negativo,enfado
comida,neutro,neutro
almuerzo,neutro,neutro
estocada,neutro,sorpresa
pulmones,neutro,neutro
estacada,negativo,neutro
señuelo,negativo,neutro
espeluznante,negativo,disgusto
Acechar,negativo,neutro
alfombrilla de ratón,negativo,neutro
delicioso,positivo,anticipacion
lozano,negativo,disgusto
lujuria,negativo,anticipacion
lustre,positivo,alegria
libidinoso,negativo,neutro
lustroso,positivo,neutro
fuerte,neutro,disgusto
laúd,neutro,neutro
exuberante,positivo,neutro
lujoso,positivo,alegria
lujo,positivo,alegria
mintiendo,negativo,enfado
linfa,neutro,neutro
linfático,neutro,neutro
linchar,negativo,enfado
lince,neutro,neutro
lira,positivo,alegria
lírica,neutro,neutro
lírico,positivo,alegria
Mazo,negativo,miedo
máquina,neutro,confianza
maquinaria,neutro,neutro
maquinista,neutro,neutro
caballa,neutro,neutro
enojado,negativo,enfado
señora,neutro,neutro
señora,neutro,neutro
enloquecer,negativo,enfado
loco,negativo,enfado
Locura,negativo,enfado
mafia,negativo,miedo
revista,neutro,neutro
mago,neutro,miedo
magenta,neutro,neutro
gusano,negativo,disgusto
magia,neutro,neutro
mágico,positivo,anticipacion
mago,neutro,sorpresa
magistrado,neutro,neutro
magma,neutro,neutro
magnate,neutro,neutro
imán,positivo,confianza
magnetismo,positivo,neutro
magnetita,positivo,neutro
magnificencia,positivo,anticipacion
magnífico,positivo,anticipacion
lupa,neutro,neutro
aumentar,neutro,neutro
magnitud,neutro,neutro
urraca,neutro,neutro
criada,neutro,neutro
doncella,positivo,neutro
correo,neutro,anticipacion
principal,positivo,neutro
continente,neutro,neutro
pilar,positivo,confianza
mantenimiento,neutro,confianza
majestuoso,positivo,anticipacion
majestad,positivo,confianza
importante,positivo,neutro
mayoría,positivo,alegria
hacer,neutro,neutro
fabricante,neutro,neutro
improvisado,negativo,neutro
maquillaje,neutro,neutro
enfermedad,negativo,neutro
malestar,negativo,tristeza
malaria,negativo,disgusto
malévolo,negativo,enfado
crimen,negativo,disgusto
malformación,negativo,neutro
malicia,negativo,enfado
malicioso,negativo,enfado
maligno,negativo,enfado
malignidad,negativo,miedo
maligno,negativo,enfado
centro comercial,neutro,neutro
maleable,neutro,neutro
mazo,neutro,neutro
negligencia profesional,negativo,enfado
mamá,neutro,confianza
mamífero,neutro,neutro
mamut,neutro,neutro
administrar,positivo,confianza
administración,positivo,confianza
gerente,neutro,neutro
mandamus,negativo,miedo
mandarín,positivo,confianza
mandato,neutro,neutro
mandíbula,neutro,neutro
mandolina,neutro,neutro
ánima,neutro,neutro
melena,neutro,neutro
maniobra,neutro,neutro
maniobra,neutro,neutro
sarna,negativo,disgusto
pesebre,neutro,neutro
mutilar,negativo,enfado
mango,neutro,neutro
mangostán,neutro,neutro
virilidad,positivo,neutro
manía,negativo,neutro
maníaco,negativo,enfado
maníaco,negativo,neutro
manicura,neutro,neutro
manifiesto,neutro,neutro
manifestación,neutro,miedo
manifestado,positivo,neutro
manifiestamente,neutro,neutro
manifiesto,neutro,neutro
colector,neutro,neutro
manipular,negativo,neutro
manipulación,negativo,enfado
humanidad,neutro,neutro
varonil,positivo,neutro
maná,positivo,neutro
manera,neutro,neutro
amanerado,positivo,neutro
modales,positivo,neutro
señorío,neutro,neutro
mansión,neutro,neutro
homicidio involuntario,negativo,enfado
manto,neutro,neutro
manual,neutro,confianza
fabricar,neutro,neutro
fabricante,positivo,neutro
estiércol,negativo,disgusto
manuscrito,neutro,neutro
mapa,neutro,neutro
mar,negativo,neutro
mármol,neutro,neutro
jaspeado,neutro,neutro
canicas,neutro,neutro
marcha,positivo,neutro
yegua,neutro,neutro
margen,negativo,tristeza
marginal,neutro,neutro
marijuana,neutro,neutro
marina,neutro,confianza
marinero,neutro,neutro
marítimo,neutro,neutro
Marcos,neutro,neutro
marcado,positivo,neutro
mercado,neutro,neutro
comerciable,positivo,neutro
mercado,neutro,neutro
marcas,neutro,neutro
marga,neutro,neutro
mermelada,neutro,neutro
granate,negativo,neutro
marquesina,neutro,neutro
marqués,positivo,neutro
matrimonio,positivo,anticipacion
casado,neutro,neutro
médula,positivo,alegria
casar,positivo,anticipacion
pantano,neutro,neutro
mariscal,positivo,confianza
mercado,neutro,neutro
marcial,neutro,enfado
martingala,negativo,neutro
mártir,negativo,miedo
martirio,negativo,miedo
maravilla,positivo,sorpresa
maravilloso,positivo,alegria
maravillosamente,positivo,alegria
masculino,positivo,neutro
masculinidad,neutro,neutro
mezcla,neutro,neutro
mascarilla,neutro,neutro
masoquismo,negativo,enfado
masón,neutro,neutro
mascarada,neutro,neutro
masa,neutro,neutro
masacre,negativo,enfado
masaje,positivo,alegria
masivo,neutro,neutro
Maestro,positivo,neutro
cerebro,neutro,neutro
obra maestra,positivo,alegria
maestría,positivo,enfado
masturbarse,neutro,neutro
masturbación,neutro,neutro
estera,neutro,neutro
juego,neutro,neutro
pareo,neutro,neutro
casamentero,neutro,anticipacion
compañero,positivo,confianza
material,neutro,neutro
materialismo,negativo,neutro
materialista,negativo,disgusto
materialista,neutro,neutro
materialidad,neutro,neutro
materializar,neutro,neutro
materialmente,neutro,neutro
materiales,neutro,neutro
material bélico,neutro,neutro
materno,negativo,anticipacion
maternidad,neutro,neutro
matemático,neutro,confianza
matemático,neutro,neutro
matemáticas,neutro,neutro
matriculación,neutro,neutro
matrimonio,positivo,anticipacion
matriz,neutro,neutro
matrona,positivo,confianza
enmarañado,neutro,neutro
asunto,neutro,neutro
estera,neutro,neutro
colchón,neutro,neutro
maduración,neutro,neutro
madurez,neutro,neutro
mausoleo,neutro,tristeza
color de malva,neutro,neutro
máxima,neutro,confianza
máximo,positivo,neutro
alcalde,positivo,neutro
laberinto,neutro,neutro
aguamiel,neutro,neutro
prado,positivo,neutro
comida,neutro,neutro
meandro,neutro,neutro
serpenteante,negativo,neutro
sentido,neutro,neutro
sin sentido,negativo,tristeza
medio,neutro,neutro
mientras tanto,neutro,neutro
sarampión,negativo,disgusto
mensurable,neutro,neutro
medida,neutro,confianza
Medido,positivo,confianza
medición,neutro,neutro
medición,neutro,neutro
carne,neutro,neutro
mecánico,neutro,neutro
mecánico,neutro,neutro
mecanismo,neutro,neutro
medalla,positivo,anticipacion
medallón,neutro,neutro
medallista,neutro,neutro
entrometerse,negativo,enfado
intromisión,neutro,neutro
medios de comunicación,neutro,neutro
medio,neutro,neutro
mediana,neutro,neutro
mediar,positivo,anticipacion
mediación,positivo,neutro
mediador,positivo,anticipacion
médico,positivo,anticipacion
medicinal,neutro,neutro
medicamento,neutro,neutro
medieval,neutro,neutro
mediocre,negativo,neutro
mediocridad,negativo,neutro
meditar,positivo,anticipacion
meditación,neutro,neutro
meditativo,neutro,neutro
Mediterráneo,positivo,neutro
medio,neutro,neutro
popurrí,positivo,neutro
manso,neutro,tristeza
reunir,neutro,neutro
reunión,neutro,neutro
melancólico,negativo,tristeza
melancolía,negativo,tristeza
pelea confusa,negativo,miedo
melodioso,neutro,neutro
melodrama,negativo,enfado
melodramático,neutro,neutro
melodía,neutro,neutro
derretir,neutro,neutro
fusión de un reactor,negativo,tristeza
derritiendo,neutro,neutro
miembro,neutro,neutro
membrana,neutro,neutro
recuerdo,positivo,neutro
memorándum,neutro,neutro
memoria,neutro,neutro
cosas memorables,neutro,neutro
memorable,positivo,alegria
memorándum,neutro,neutro
monumento,neutro,neutro
memoriales,neutro,tristeza
memorizar,neutro,neutro
memoria,neutro,neutro
amenaza,negativo,enfado
amenazador,negativo,enfado
casa de fieras,neutro,neutro
arreglar,neutro,neutro
zurcidura,positivo,neutro
servil,negativo,neutro
menisco,neutro,neutro
menstruo,positivo,neutro
menstrual,neutro,neutro
mental,neutro,neutro
mencion,neutro,neutro
mentor,positivo,confianza
menú,neutro,neutro
maullar,neutro,neutro
mercantil,neutro,neutro
mercenario,negativo,miedo
mercancías,neutro,neutro
comerciante,neutro,confianza
misericordioso,positivo,neutro
despiadado,negativo,miedo
mercurial,neutro,neutro
misericordia,positivo,neutro
mero,neutro,neutro
unir,positivo,anticipacion
meridiano,neutro,neutro
meridional,neutro,neutro
mérito,positivo,confianza
meritorio,positivo,alegria
sirena,neutro,neutro
alegría,positivo,alegria
alegre,positivo,alegria
colina baja,neutro,neutro
malla,neutro,neutro
mallas,neutro,neutro
hipnotizado,neutro,neutro
desorden,negativo,disgusto
mensaje,neutro,neutro
Mensajero,neutro,confianza
desordenado,negativo,disgusto
